stakeholder,industry,materialType,certificationStatus,supplyReliability,technicalQualificationStatus,deliveryTimeline,annualSteelVolumeTonnes,conventionalSteelPricePerTonne,greenPremiumPerTonne,totalPremium,premiumPerProduct,premiumPercentage,baselineCo2Intensity,greenSteelCo2Intensity,co2Saved,proofScore,carbonPrice,indicativeCarbonValue,costSensitivity,proofSensitivity,claimRiskSensitivity,strategicFocus,supplySensitivity,technicalSensitivity,urgencySensitivity,price_objection,proof_certification_objection,greenwashing_objection,supply_reliability_objection,internal_approval_objection,technical_quality_objection,low_urgency_objection
Sustainability,Infrastructure,Spring Steel,Certified,Medium,In qualification,Within 12 months,17851.0,744.0,207.0,3695157.0,24.70503640411577,0.2782258064516129,2.3024751183021093,0.49626882661564065,32242.588512895152,1.0,85.0,2740620.023596088,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,1,0,0,0
Management,Infrastructure,Spring Steel,Certified,Medium,In qualification,Within 12 months,17851.0,744.0,207.0,3695157.0,24.70503640411577,0.2782258064516129,2.3024751183021093,0.49626882661564065,32242.588512895152,1.0,85.0,2740620.023596088,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,1,0
Compliance,Infrastructure,Spring Steel,Certified,Medium,In qualification,Within 12 months,17851.0,744.0,207.0,3695157.0,24.70503640411577,0.2782258064516129,2.3024751183021093,0.49626882661564065,32242.588512895152,1.0,85.0,2740620.023596088,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,0,0,1,1,0
Procurement,Renewable Energy,Bar Steel,In audit,Low,In qualification,Within 12 months,18839.0,673.0,168.0,3164952.0,1.145918350721505,0.24962852897473997,1.695979464213484,0.8164895926517728,16568.70969035108,1.0,85.0,1408340.3236798418,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,0,1,0
Sustainability,Renewable Energy,Bar Steel,In audit,Low,In qualification,Within 12 months,18839.0,673.0,168.0,3164952.0,1.145918350721505,0.24962852897473997,1.695979464213484,0.8164895926517728,16568.70969035108,1.0,85.0,1408340.3236798418,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,0,0,1,0
Management,Renewable Energy,Bar Steel,In audit,Low,In qualification,Within 12 months,18839.0,673.0,168.0,3164952.0,1.145918350721505,0.24962852897473997,1.695979464213484,0.8164895926517728,16568.70969035108,1.0,85.0,1408340.3236798418,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,1,1,0,0
Compliance,Renewable Energy,Bar Steel,In audit,Low,In qualification,Within 12 months,18839.0,673.0,168.0,3164952.0,1.145918350721505,0.24962852897473997,1.695979464213484,0.8164895926517728,16568.70969035108,1.0,85.0,1408340.3236798418,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,0,0
Procurement,Renewable Energy,Spring Steel,Pending,Low,Qualified,Within 3 months,5228.0,797.0,170.0,888760.0,0.47500778977287,0.21329987452948557,1.9010168043496616,0.39385972404799346,7879.41721581712,0.3333333333333333,85.0,669750.4633444552,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,0,1,0
Sustainability,Renewable Energy,Spring Steel,Pending,Low,Qualified,Within 3 months,5228.0,797.0,170.0,888760.0,0.47500778977287,0.21329987452948557,1.9010168043496616,0.39385972404799346,7879.41721581712,0.3333333333333333,85.0,669750.4633444552,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,0
Management,Renewable Energy,Spring Steel,Pending,Low,Qualified,Within 3 months,5228.0,797.0,170.0,888760.0,0.47500778977287,0.21329987452948557,1.9010168043496616,0.39385972404799346,7879.41721581712,0.3333333333333333,85.0,669750.4633444552,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,1,0,0,1
Compliance,Renewable Energy,Spring Steel,Pending,Low,Qualified,Within 3 months,5228.0,797.0,170.0,888760.0,0.47500778977287,0.21329987452948557,1.9010168043496616,0.39385972404799346,7879.41721581712,0.3333333333333333,85.0,669750.4633444552,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,0,0
Procurement,Construction,Spring Steel,Pending,Medium,Qualified,Within 6 months,20927.0,830.0,237.0,4959699.0,1.8391461542454963,0.2855421686746988,1.9166565321360802,0.6250718649568383,27028.992330059995,0.6,85.0,2297464.3480550996,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,0,1,0
Sustainability,Construction,Spring Steel,Pending,Medium,Qualified,Within 6 months,20927.0,830.0,237.0,4959699.0,1.8391461542454963,0.2855421686746988,1.9166565321360802,0.6250718649568383,27028.992330059995,0.6,85.0,2297464.3480550996,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,1,0,0
Management,Construction,Spring Steel,Pending,Medium,Qualified,Within 6 months,20927.0,830.0,237.0,4959699.0,1.8391461542454963,0.2855421686746988,1.9166565321360802,0.6250718649568383,27028.992330059995,0.6,85.0,2297464.3480550996,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,1,0,1
Compliance,Construction,Spring Steel,Pending,Medium,Qualified,Within 6 months,20927.0,830.0,237.0,4959699.0,1.8391461542454963,0.2855421686746988,1.9166565321360802,0.6250718649568383,27028.992330059995,0.6,85.0,2297464.3480550996,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Infrastructure,Engineering Steel,Pending,Medium,Qualified,Beyond 12 months,7048.0,788.0,209.0,1473032.0,0.7315527801629842,0.2652284263959391,1.8068415344793027,0.6985283142213591,7811.391576377988,0.3333333333333333,85.0,663968.2839921289,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,1,1,0,0,0
Sustainability,Infrastructure,Engineering Steel,Pending,Medium,Qualified,Beyond 12 months,7048.0,788.0,209.0,1473032.0,0.7315527801629842,0.2652284263959391,1.8068415344793027,0.6985283142213591,7811.391576377988,0.3333333333333333,85.0,663968.2839921289,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,0,1
Management,Infrastructure,Engineering Steel,Pending,Medium,Qualified,Beyond 12 months,7048.0,788.0,209.0,1473032.0,0.7315527801629842,0.2652284263959391,1.8068415344793027,0.6985283142213591,7811.391576377988,0.3333333333333333,85.0,663968.2839921289,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,0,1
Compliance,Infrastructure,Engineering Steel,Pending,Medium,Qualified,Beyond 12 months,7048.0,788.0,209.0,1473032.0,0.7315527801629842,0.2652284263959391,1.8068415344793027,0.6985283142213591,7811.391576377988,0.3333333333333333,85.0,663968.2839921289,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,0,0,1
Procurement,Automotive,Bar Steel,Certified,Low,Qualified,Within 6 months,2281.0,616.0,93.0,212133.0,0.8339479187960939,0.15097402597402598,1.8882175357638222,0.3384257602635091,3535.0750399162143,0.3333333333333333,85.0,300481.3783928782,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,1
Sustainability,Automotive,Bar Steel,Certified,Low,Qualified,Within 6 months,2281.0,616.0,93.0,212133.0,0.8339479187960939,0.15097402597402598,1.8882175357638222,0.3384257602635091,3535.0750399162143,0.3333333333333333,85.0,300481.3783928782,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,0,0,0
Management,Automotive,Bar Steel,Certified,Low,Qualified,Within 6 months,2281.0,616.0,93.0,212133.0,0.8339479187960939,0.15097402597402598,1.8882175357638222,0.3384257602635091,3535.0750399162143,0.3333333333333333,85.0,300481.3783928782,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,0,0,0,0
Compliance,Automotive,Bar Steel,Certified,Low,Qualified,Within 6 months,2281.0,616.0,93.0,212133.0,0.8339479187960939,0.15097402597402598,1.8882175357638222,0.3384257602635091,3535.0750399162143,0.3333333333333333,85.0,300481.3783928782,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,1,1
Procurement,Automotive,Wire Rod,In audit,High,Not qualified,Within 12 months,22910.0,835.0,57.0,1305870.0,0.6852590101377004,0.06826347305389222,1.6100038191669777,0.6659544898096281,21628.17013557688,0.0,85.0,1838394.4615240346,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,0,0,1,1
Sustainability,Automotive,Wire Rod,In audit,High,Not qualified,Within 12 months,22910.0,835.0,57.0,1305870.0,0.6852590101377004,0.06826347305389222,1.6100038191669777,0.6659544898096281,21628.17013557688,0.0,85.0,1838394.4615240346,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
Management,Automotive,Wire Rod,In audit,High,Not qualified,Within 12 months,22910.0,835.0,57.0,1305870.0,0.6852590101377004,0.06826347305389222,1.6100038191669777,0.6659544898096281,21628.17013557688,0.0,85.0,1838394.4615240346,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,1,1
Compliance,Automotive,Wire Rod,In audit,High,Not qualified,Within 12 months,22910.0,835.0,57.0,1305870.0,0.6852590101377004,0.06826347305389222,1.6100038191669777,0.6659544898096281,21628.17013557688,0.0,85.0,1838394.4615240346,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,1,0
Procurement,Infrastructure,Bar Steel,Certified,Low,Qualified,Within 6 months,15130.0,642.0,101.0,1528130.0,2.2560186135228544,0.1573208722741433,1.617201357798387,0.6956739122667035,13942.710250894372,0.5,85.0,1185130.3713260216,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,1,1,0
Sustainability,Infrastructure,Bar Steel,Certified,Low,Qualified,Within 6 months,15130.0,642.0,101.0,1528130.0,2.2560186135228544,0.1573208722741433,1.617201357798387,0.6956739122667035,13942.710250894372,0.5,85.0,1185130.3713260216,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,1,0,0,1
Management,Infrastructure,Bar Steel,Certified,Low,Qualified,Within 6 months,15130.0,642.0,101.0,1528130.0,2.2560186135228544,0.1573208722741433,1.617201357798387,0.6956739122667035,13942.710250894372,0.5,85.0,1185130.3713260216,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Infrastructure,Bar Steel,Certified,Low,Qualified,Within 6 months,15130.0,642.0,101.0,1528130.0,2.2560186135228544,0.1573208722741433,1.617201357798387,0.6956739122667035,13942.710250894372,0.5,85.0,1185130.3713260216,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,1,1,0,1
Procurement,Infrastructure,Wire Rod,Certified,Low,Qualified,Within 12 months,21000.0,839.0,137.0,2877000.0,7.416420268970904,0.1632896305125149,2.21937974816411,0.6758052687546561,32415.064067598538,0.3333333333333333,85.0,2755280.4457458756,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,1,1,0,0,0
Sustainability,Infrastructure,Wire Rod,Certified,Low,Qualified,Within 12 months,21000.0,839.0,137.0,2877000.0,7.416420268970904,0.1632896305125149,2.21937974816411,0.6758052687546561,32415.064067598538,0.3333333333333333,85.0,2755280.4457458756,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,0,0
Management,Infrastructure,Wire Rod,Certified,Low,Qualified,Within 12 months,21000.0,839.0,137.0,2877000.0,7.416420268970904,0.1632896305125149,2.21937974816411,0.6758052687546561,32415.064067598538,0.3333333333333333,85.0,2755280.4457458756,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,0,0
Compliance,Infrastructure,Wire Rod,Certified,Low,Qualified,Within 12 months,21000.0,839.0,137.0,2877000.0,7.416420268970904,0.1632896305125149,2.21937974816411,0.6758052687546561,32415.064067598538,0.3333333333333333,85.0,2755280.4457458756,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,1,1,0,0
Procurement,Machinery,Forged Components,Pending,Medium,Not qualified,Immediate,31705.0,926.0,75.0,2377875.0,3.226779333956649,0.08099352051835854,1.9871640064981526,0.8950519131580232,34625.4139193488,1.0,85.0,2943160.183144648,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,1,0,0
Sustainability,Machinery,Forged Components,Pending,Medium,Not qualified,Immediate,31705.0,926.0,75.0,2377875.0,3.226779333956649,0.08099352051835854,1.9871640064981526,0.8950519131580232,34625.4139193488,1.0,85.0,2943160.183144648,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,1,1,1,1
Management,Machinery,Forged Components,Pending,Medium,Not qualified,Immediate,31705.0,926.0,75.0,2377875.0,3.226779333956649,0.08099352051835854,1.9871640064981526,0.8950519131580232,34625.4139193488,1.0,85.0,2943160.183144648,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Machinery,Forged Components,Pending,Medium,Not qualified,Immediate,31705.0,926.0,75.0,2377875.0,3.226779333956649,0.08099352051835854,1.9871640064981526,0.8950519131580232,34625.4139193488,1.0,85.0,2943160.183144648,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,0,0,0
Procurement,Automotive,Engineering Steel,Pending,High,In qualification,Within 12 months,24109.0,857.0,55.0,1325995.0,3.2210691755149234,0.06417736289381563,2.3777212348446843,0.8256007502029932,37420.072764226534,0.5,85.0,3180706.184959255,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,0
Sustainability,Automotive,Engineering Steel,Pending,High,In qualification,Within 12 months,24109.0,857.0,55.0,1325995.0,3.2210691755149234,0.06417736289381563,2.3777212348446843,0.8256007502029932,37420.072764226534,0.5,85.0,3180706.184959255,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,0
Management,Automotive,Engineering Steel,Pending,High,In qualification,Within 12 months,24109.0,857.0,55.0,1325995.0,3.2210691755149234,0.06417736289381563,2.3777212348446843,0.8256007502029932,37420.072764226534,0.5,85.0,3180706.184959255,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,1
Compliance,Automotive,Engineering Steel,Pending,High,In qualification,Within 12 months,24109.0,857.0,55.0,1325995.0,3.2210691755149234,0.06417736289381563,2.3777212348446843,0.8256007502029932,37420.072764226534,0.5,85.0,3180706.184959255,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,0,1,0
Procurement,Construction,Spring Steel,Pending,High,In qualification,Immediate,14991.0,865.0,208.0,3118128.0,9.17811823921586,0.24046242774566473,1.9909589305175073,0.6711617532521448,19785.07948438505,0.2,85.0,1681731.7561727292,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,1,1,0
Sustainability,Construction,Spring Steel,Pending,High,In qualification,Immediate,14991.0,865.0,208.0,3118128.0,9.17811823921586,0.24046242774566473,1.9909589305175073,0.6711617532521448,19785.07948438505,0.2,85.0,1681731.7561727292,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,0
Management,Construction,Spring Steel,Pending,High,In qualification,Immediate,14991.0,865.0,208.0,3118128.0,9.17811823921586,0.24046242774566473,1.9909589305175073,0.6711617532521448,19785.07948438505,0.2,85.0,1681731.7561727292,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,1,0
Compliance,Construction,Spring Steel,Pending,High,In qualification,Immediate,14991.0,865.0,208.0,3118128.0,9.17811823921586,0.24046242774566473,1.9909589305175073,0.6711617532521448,19785.07948438505,0.2,85.0,1681731.7561727292,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,0,0,1
Procurement,Machinery,Engineering Steel,Pending,Low,In qualification,Within 3 months,15454.0,722.0,233.0,3600782.0,7.696790921469169,0.32271468144044324,2.1527785317336687,0.45061292600440006,26305.26727094012,0.4,85.0,2235947.7180299102,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,1,0,0,0
Sustainability,Machinery,Engineering Steel,Pending,Low,In qualification,Within 3 months,15454.0,722.0,233.0,3600782.0,7.696790921469169,0.32271468144044324,2.1527785317336687,0.45061292600440006,26305.26727094012,0.4,85.0,2235947.7180299102,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,0,0
Management,Machinery,Engineering Steel,Pending,Low,In qualification,Within 3 months,15454.0,722.0,233.0,3600782.0,7.696790921469169,0.32271468144044324,2.1527785317336687,0.45061292600440006,26305.26727094012,0.4,85.0,2235947.7180299102,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,1,1,1,0
Compliance,Machinery,Engineering Steel,Pending,Low,In qualification,Within 3 months,15454.0,722.0,233.0,3600782.0,7.696790921469169,0.32271468144044324,2.1527785317336687,0.45061292600440006,26305.26727094012,0.4,85.0,2235947.7180299102,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,1,0,1
Procurement,Machinery,Wire Rod,Pending,High,In qualification,Within 6 months,8763.0,759.0,178.0,1559814.0,0.9779900910266233,0.23451910408432147,2.295009157830972,0.7770515618874241,13301.862413253311,0.75,85.0,1130658.3051265315,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,1,0,0,0,0
Sustainability,Machinery,Wire Rod,Pending,High,In qualification,Within 6 months,8763.0,759.0,178.0,1559814.0,0.9779900910266233,0.23451910408432147,2.295009157830972,0.7770515618874241,13301.862413253311,0.75,85.0,1130658.3051265315,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,0,0
Management,Machinery,Wire Rod,Pending,High,In qualification,Within 6 months,8763.0,759.0,178.0,1559814.0,0.9779900910266233,0.23451910408432147,2.295009157830972,0.7770515618874241,13301.862413253311,0.75,85.0,1130658.3051265315,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,0,1,1,0
Compliance,Machinery,Wire Rod,Pending,High,In qualification,Within 6 months,8763.0,759.0,178.0,1559814.0,0.9779900910266233,0.23451910408432147,2.295009157830972,0.7770515618874241,13301.862413253311,0.75,85.0,1130658.3051265315,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Construction,Bar Steel,Certified,Low,In qualification,Within 3 months,11486.0,759.0,248.0,2848528.0,4.548206362157251,0.32674571805006586,2.099918679354128,0.6836659493904685,16267.078856362592,0.3333333333333333,85.0,1382701.7027908203,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,1,0
Sustainability,Construction,Bar Steel,Certified,Low,In qualification,Within 3 months,11486.0,759.0,248.0,2848528.0,4.548206362157251,0.32674571805006586,2.099918679354128,0.6836659493904685,16267.078856362592,0.3333333333333333,85.0,1382701.7027908203,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,1,0,1,1
Management,Construction,Bar Steel,Certified,Low,In qualification,Within 3 months,11486.0,759.0,248.0,2848528.0,4.548206362157251,0.32674571805006586,2.099918679354128,0.6836659493904685,16267.078856362592,0.3333333333333333,85.0,1382701.7027908203,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,1,0
Compliance,Construction,Bar Steel,Certified,Low,In qualification,Within 3 months,11486.0,759.0,248.0,2848528.0,4.548206362157251,0.32674571805006586,2.099918679354128,0.6836659493904685,16267.078856362592,0.3333333333333333,85.0,1382701.7027908203,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,1,1,1
Procurement,Machinery,Forged Components,Pending,High,In qualification,Within 6 months,38076.0,946.0,97.0,3693372.0,1.4705325873511101,0.10253699788583509,2.224637336866949,0.41257408277968577,68996.12046262664,0.0,85.0,5864670.239323265,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,0,0,0,1
Sustainability,Machinery,Forged Components,Pending,High,In qualification,Within 6 months,38076.0,946.0,97.0,3693372.0,1.4705325873511101,0.10253699788583509,2.224637336866949,0.41257408277968577,68996.12046262664,0.0,85.0,5864670.239323265,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,0,0,1
Management,Machinery,Forged Components,Pending,High,In qualification,Within 6 months,38076.0,946.0,97.0,3693372.0,1.4705325873511101,0.10253699788583509,2.224637336866949,0.41257408277968577,68996.12046262664,0.0,85.0,5864670.239323265,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,1,1,0
Compliance,Machinery,Forged Components,Pending,High,In qualification,Within 6 months,38076.0,946.0,97.0,3693372.0,1.4705325873511101,0.10253699788583509,2.224637336866949,0.41257408277968577,68996.12046262664,0.0,85.0,5864670.239323265,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,0,0
Procurement,Construction,Wire Rod,Pending,Low,Not qualified,Within 12 months,36570.0,605.0,185.0,6765450.0,68.39591168263982,0.30578512396694213,2.350726637928209,0.5966297186796672,64147.32433691917,1.0,85.0,5452522.568638129,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,0,1
Sustainability,Construction,Wire Rod,Pending,Low,Not qualified,Within 12 months,36570.0,605.0,185.0,6765450.0,68.39591168263982,0.30578512396694213,2.350726637928209,0.5966297186796672,64147.32433691917,1.0,85.0,5452522.568638129,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,1,1,0,0
Management,Construction,Wire Rod,Pending,Low,Not qualified,Within 12 months,36570.0,605.0,185.0,6765450.0,68.39591168263982,0.30578512396694213,2.350726637928209,0.5966297186796672,64147.32433691917,1.0,85.0,5452522.568638129,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,0,1
Compliance,Construction,Wire Rod,Pending,Low,Not qualified,Within 12 months,36570.0,605.0,185.0,6765450.0,68.39591168263982,0.30578512396694213,2.350726637928209,0.5966297186796672,64147.32433691917,1.0,85.0,5452522.568638129,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,1,1
Procurement,Machinery,Spring Steel,Certified,Medium,In qualification,Within 12 months,20729.0,665.0,161.0,3337369.0,2.3592566017595265,0.24210526315789474,2.1795530410064377,0.3725391494159457,37457.590958779314,0.75,85.0,3183895.231496242,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,1,0,1
Sustainability,Machinery,Spring Steel,Certified,Medium,In qualification,Within 12 months,20729.0,665.0,161.0,3337369.0,2.3592566017595265,0.24210526315789474,2.1795530410064377,0.3725391494159457,37457.590958779314,0.75,85.0,3183895.231496242,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,1,0
Management,Machinery,Spring Steel,Certified,Medium,In qualification,Within 12 months,20729.0,665.0,161.0,3337369.0,2.3592566017595265,0.24210526315789474,2.1795530410064377,0.3725391494159457,37457.590958779314,0.75,85.0,3183895.231496242,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,1,1,0
Compliance,Machinery,Spring Steel,Certified,Medium,In qualification,Within 12 months,20729.0,665.0,161.0,3337369.0,2.3592566017595265,0.24210526315789474,2.1795530410064377,0.3725391494159457,37457.590958779314,0.75,85.0,3183895.231496242,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,1,0
Procurement,Infrastructure,Forged Components,Pending,High,Qualified,Immediate,7347.0,931.0,210.0,1542870.0,2.4593840660566837,0.22556390977443608,1.8159588515483092,0.6828603597927145,8324.874618928354,0.0,85.0,707614.34260891,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,0,0,0,0
Sustainability,Infrastructure,Forged Components,Pending,High,Qualified,Immediate,7347.0,931.0,210.0,1542870.0,2.4593840660566837,0.22556390977443608,1.8159588515483092,0.6828603597927145,8324.874618928354,0.0,85.0,707614.34260891,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,0
Management,Infrastructure,Forged Components,Pending,High,Qualified,Immediate,7347.0,931.0,210.0,1542870.0,2.4593840660566837,0.22556390977443608,1.8159588515483092,0.6828603597927145,8324.874618928354,0.0,85.0,707614.34260891,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,1,1,0,1
Compliance,Infrastructure,Forged Components,Pending,High,Qualified,Immediate,7347.0,931.0,210.0,1542870.0,2.4593840660566837,0.22556390977443608,1.8159588515483092,0.6828603597927145,8324.874618928354,0.0,85.0,707614.34260891,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,1,0
